Date,ASIANPAINT.NS,AXISBANK.NS,BAJFINANCE.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NESTLEIND.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,ULTRACEMCO.NS,WIPRO.NS
2020-01-22,1694.7894287109375,710.243408203125,406.9632568359375,492.3695373535156,1191.1893310546875,1895.7850341796875,509.595947265625,675.7802734375,188.21466064453125,1580.72412109375,1180.5528564453125,6851.42041015625,1467.0762939453125,103.90455627441406,698.1549682617188,291.7168273925781,421.3873291015625,2024.3079833984375,4369.8525390625,118.81944274902344
2020-01-23,1691.788818359375,720.6090698242188,405.3520202636719,499.28863525390625,1195.029296875,1900.5899658203125,514.322998046875,688.1957397460938,188.09608459472656,1601.012939453125,1215.30712890625,6862.46240234375,1467.0908203125,104.89138793945312,695.1954956054688,298.2220153808594,424.7391357421875,2014.240478515625,4418.11962890625,120.19683837890625
2020-01-24,1701.980712890625,734.9614868164062,412.1016540527344,508.2798767089844,1194.7413330078125,1916.1134033203125,520.317138671875,686.791748046875,188.29376220703125,1638.0009765625,1239.844970703125,6844.55517578125,1486.5888671875,102.29442596435547,692.7822875976562,299.00634765625,422.8035888671875,2007.299560546875,4531.6865234375,119.66521453857422
2020-01-27,1703.457275390625,737.8020629882812,409.1394958496094,505.47784423828125,1164.64599609375,1904.701904296875,523.6309814453125,682.7119140625,185.4869384765625,1613.47509765625,1230.1756591796875,6864.09375,1478.1488037109375,100.24282836914062,685.9525756835938,291.7630310058594,423.3700866699219,1994.2908935546875,4565.068359375,118.57778930664062
2020-01-28,1694.6463623046875,734.7122802734375,413.9192810058594,503.0524597167969,1174.2457275390625,1904.0089111328125,514.8104248046875,682.624267578125,182.44293212890625,1621.1519775390625,1228.39697265625,6718.38818359375,1454.616943359375,98.91837310791016,670.107666015625,290.7480163574219,427.618896484375,2007.621826171875,4498.7919921875,117.94950103759766
2020-01-29,1711.6490478515625,732.8185424804688,434.15838623046875,509.24169921875,1186.3895263671875,1916.5751953125,513.2509765625,692.8898315429688,187.10775756835938,1635.508544921875,1245.774169921875,6731.10986328125,1497.085693359375,99.93119049072266,673.7957153320312,291.99371337890625,424.9752502441406,1980.82275390625,4458.919921875,119.25440979003906
2020-01-30,1719.31689453125,728.4829711914062,428.7841796875,508.40545654296875,1176.9818115234375,1901.69921875,518.7090454101562,684.9931030273438,185.0520782470703,1623.345458984375,1249.87890625,6740.85693359375,1464.444091796875,100.96998596191406,657.35888671875,286.68804931640625,417.4217224121094,1965.423583984375,4378.68603515625,116.3304443359375
2020-01-31,1710.4107666015625,726.88818359375,428.9413757324219,494.6465759277344,1177.2218017578125,1879.661376953125,512.3250732421875,680.8255615234375,185.92178344726562,1686.654052734375,1249.05810546875,6638.16552734375,1449.2198486328125,97.04855346679688,642.7433471679688,293.839111328125,410.05718994140625,1911.366455078125,4310.45849609375,114.4455795288086
2020-02-03,1778.9930419921875,706.6055297851562,428.2978820800781,484.3588562011719,1145.0625,2013.365234375,502.48101806640625,673.3236694335938,164.1393280029297,1671.20068359375,1173.665771484375,6732.07080078125,1538.058837890625,97.3082504272461,630.8368530273438,275.06182861328125,394.2421875,1932.9246826171875,4266.09521484375,114.73554992675781
2020-02-04,1801.5203857421875,712.6355590820312,444.0077209472656,490.5482177734375,1180.5816650390625,1991.7894287109375,517.344482421875,691.2666625976562,170.5040740966797,1693.1844482421875,1178.3179931640625,6912.87109375,1552.64599609375,100.94400024414062,649.459228515625,282.5819396972656,401.8900146484375,1937.7509765625,4367.21728515625,116.11296081542969
2020-02-05,1784.5653076171875,721.6556396484375,444.8870544433594,498.159423828125,1194.8372802734375,1996.1322021484375,525.4340209960938,688.3712158203125,171.13661193847656,1684.6600341796875,1195.010986328125,6760.49169921875,1545.97021484375,98.34703826904297,659.5216064453125,286.9648742675781,402.45660400390625,1973.4219970703125,4364.8251953125,117.07955169677734
